"John Tyler Community College","2021 Spring","Chester Campus","Accounting","Regular Academic Session","ACC"," 211","Principles of Accounting I","27477",Z71A,3,"T",Tu,06:30 PM,09:20 PM,"VIRTUAL-RT","Online Scheduled Time","Eric Kelly",A, ," ","  This course is part of the Follett ACCESS (formerly called IncludED) program. You will be automatically billed for these course materials upon registration. You will receive information via your school email on how you can opt out of this program. If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com. This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler.",A,O,,,2021-01-11,2021-05-04,"Principles of Accounting I",2021-01-15,2212,2021-01-26,2021-03-22
"John Tyler Community College","2021 Spring","Chester Campus","Accounting","Regular Academic Session","ACC"," 211","Principles of Accounting I","27476",Z01S,3,"MW",MW,08:00 AM,09:20 AM,"VIRTUAL-RT","Online Scheduled Time","Mariah Dar",A, ," ","  This course is part of the Follett ACCESS (formerly called IncludED) program. You will be automatically billed for these course materials upon registration. You will receive information via your school email on how you can opt out of this program. If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com. This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler.",A,O,,,2021-01-11,2021-05-04,"Principles of Accounting I",2021-01-15,2212,2021-01-26,2021-03-22
"John Tyler Community College","2021 Spring","Chester Campus","Accounting","Regular Academic Session","ACC"," 211","Principles of Accounting I","17372",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Mariah Dar",A, ," ","  NOTE: This is an online course using the Canvas management system  and it will be made available the first day of the class session. Students should have access to a computer and know how to use the Internet and e-mail. For information on how to access Canvas  go to www.jtcc.edu/myTyler. This course is part of the Follett ACCESS program (formerly "IncludED").  You will be automatically billed for these course materials upon registration.  You will receive information via your school email on how you can opt out of this program.  If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com.",A,O,,,2021-01-11,2021-05-04,"Principles of Accounting I",2021-01-15,2212,2021-01-26,2021-03-22
"John Tyler Community College","2021 Spring","Chester Campus","Accounting","Regular Academic Session","ACC"," 211","Principles of Accounting I","28333",Z02A,3,"TR",TuTh,12:30 PM,01:50 PM,"VIRTUAL-RT","Online Scheduled Time","Mariah Dar",A, ," ","  This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler. This course is part of the Follett ACCESS program (formerly "IncludED").  You will be automatically billed for these course materials upon registration.  You will receive information via your school email on how you can opt out of this program.  If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com.",A,O,,,2021-01-11,2021-05-04,"Principles of Accounting I",2021-01-15,2212,2021-01-26,2021-03-22
"John Tyler Community College","2021 Spring","Chester Campus","Accounting","Regular Academic Session","ACC"," 212","Principles of Accounting II","27479",Z01S,3,"MW",MW,09:30 AM,10:50 AM,"VIRTUAL-RT","Online Scheduled Time","Mariah Dar",A, ,"  PREREQUISITE: ACC 211 or equivalent.","  This course will be conducted remotely via Zoom on the day(s) and at the times listed. Students must have access to a computer and webcam and know how to use the Internet and e-mail. Class session links for Zoom and course materials will be posted on Canvas. For information on how to access Canvas  go to www.jtcc.edu/mytyler. This course is part of the Follett ACCESS program (formerly "IncludED").  You will be automatically billed for these course materials upon registration.  You will receive information via your school email on how you can opt out of this program.  If you have questions about this program  visit the bookstore on either campus or email 1399mgr@follett.com.",A,O,,,2021-01-11,2021-05-04,"Principles of Accounting II",2021-01-15,2212,2021-01-26,2021-03-22
"John Tyler Community College","2021 Spring","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 100","Survey of Criminal Justice","28336",N02A,3,"VIRT",,,,"VIRTUAL","Virtual","Michael Sorensen",A, ," ","  NOTE: This is an online course using Canvas  and it will be made available the first day of the class session. Students must have access to a computer  webcam  and know how to use the Internet and e-mail. For information on how to access Canvas  go to www.jtcc.edu/myTyler.",A,O,,,2021-01-11,2021-05-04,"Survey of Criminal Justice",2021-01-15,2212,2021-01-26,2021-03-22
"John Tyler Community College","2021 Spring","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 100","Survey of Criminal Justice","17379",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Michael Sorensen",A, ," ","  NOTE: This is an online course using the Canvas management system  and it will be made available the first day of the class session. Students should have access to a computer and know how to use the Internet and e-mail. For information on how to access Canvas  go to www.jtcc.edu/myTyler.",A,O,,,2021-01-11,2021-05-04,"Survey of Criminal Justice",2021-01-15,2212,2021-01-26,2021-03-22
"John Tyler Community College","2021 Spring","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 105","The Juvenile Justice System","27771",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Michael Sorensen",A, ," ","  This is an online course using Canvas  and it will be made available on or before the first day of the class session. Students must have access to a computer with webcam and know how to use the Internet and e-mail. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2021-01-11,2021-05-04,"The Juvenile Justice System",2021-01-15,2212,2021-01-26,2021-03-22
"John Tyler Community College","2021 Spring","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 111","Law Enforcement Organization/Administration I","28148",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Robert Lehmann",A, ," ","  This is an online course using Canvas  and it will be made available on or before the first day of the class session. Students must have access to a computer with webcam and know how to use the Internet and e-mail. For information on how to access Canvas go to www.jtcc.edu/mytyler.",A,O,,,2021-01-11,2021-05-04,"Law Enforcement Organization/Administration I",2021-01-15,2212,2021-01-26,2021-03-22
"John Tyler Community College","2021 Spring","Chester Campus","Administration of Justice","Regular Academic Session","ADJ"," 133","Ethics and the Criminal Justice Professional","17770",N01A,3,"VIRT",,,,"VIRTUAL","Virtual","Raymond Louth",A, ," ","  NOTE: This is an online course using the Canvas management system  and it will be made available the first day of the class session. Students should have access to a computer and know how to use the Internet and e-mail. For information on how to access Canvas  go to www.jtcc.edu/myTyler.",A,O,,,2021-01-11,2021-05-04,"Ethics and the Criminal Justice Professional",2021-01-15,2212,2021-01-26,2021-03-22
